State,class,tokenize_with_padding,tokenize_no_padding
"H,Y*Y,y,Y+y",1,"[17, 48, 35, 50, 35, 48, 26, 48, 35, 49]","[17, 48, 35, 50, 35, 48, 26, 48, 35, 49, 26]"
",h,y,y,y,H,",1,"[48, 8, 48, 26, 48, 26, 48, 26, 48, 17]","[48, 8, 48, 26, 48, 26, 48, 26, 48, 17, 48]"
",H,H,H,y.y,",1,"[48, 17, 48, 17, 48, 17, 48, 26, 47, 26]","[48, 17, 48, 17, 48, 17, 48, 26, 47, 26, 48]"
",y,y,H,H,H,",1,"[48, 26, 48, 26, 48, 17, 48, 17, 48, 17]","[48, 26, 48, 26, 48, 17, 48, 17, 48, 17, 48]"
",S*S,s,s,S,",1,"[48, 29, 50, 29, 48, 20, 48, 20, 48, 29]","[48, 29, 50, 29, 48, 20, 48, 20, 48, 29, 48]"
",R0R.R*S,S.",1,"[48, 28, 37, 28, 47, 28, 50, 29, 48, 29]","[48, 28, 37, 28, 47, 28, 50, 29, 48, 29, 47]"
"+s+s,s,B,s,",1,"[49, 20, 49, 20, 48, 20, 48, 11, 48, 20]","[49, 20, 49, 20, 48, 20, 48, 11, 48, 20, 48]"
"S+r,A,r,S*S",1,"[29, 49, 19, 48, 10, 48, 19, 48, 29, 50]","[29, 49, 19, 48, 10, 48, 19, 48, 29, 50, 29]"
"+Y,H,y,y+y,",1,"[49, 35, 48, 17, 48, 26, 48, 26, 49, 26]","[49, 35, 48, 17, 48, 26, 48, 26, 49, 26, 48]"
"y.h.y,y.H.H",1,"[26, 47, 8, 47, 26, 48, 26, 47, 17, 47]","[26, 47, 8, 47, 26, 48, 26, 47, 17, 47, 17]"
"s*r*r*R,R.R",1,"[20, 50, 19, 50, 19, 50, 28, 48, 28, 47]","[20, 50, 19, 50, 19, 50, 28, 48, 28, 47, 28]"
"s,A,R+R,S*R",1,"[20, 48, 10, 48, 28, 49, 28, 48, 29, 50]","[20, 48, 10, 48, 28, 49, 28, 48, 29, 50, 28]"
"S*S,S+S,S*s",1,"[29, 50, 29, 48, 29, 49, 29, 48, 29, 50]","[29, 50, 29, 48, 29, 49, 29, 48, 29, 50, 20]"
b+b+b+S*,1,"[2, 49, 2, 49, 2, 49, 29, 50, 0, 0]","[2, 49, 2, 49, 2, 49, 29, 50]"
b+b+b+b+b+S,1,"[2, 49, 2, 49, 2, 49, 2, 49, 2, 49]","[2, 49, 2, 49, 2, 49, 2, 49, 2, 49, 29]"
b+b+b+b+,1,"[2, 49, 2, 49, 2, 49, 2, 49, 0, 0]","[2, 49, 2, 49, 2, 49, 2, 49]"
s*S.,1,"[20, 50, 29, 47, 0, 0, 0, 0, 0, 0]","[20, 50, 29, 47]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
s*s+s+s*B*s,1,"[20, 50, 20, 49, 20, 49, 20, 50, 11, 50]","[20, 50, 20, 49, 20, 49, 20, 50, 11, 50, 20]"
*s+s+s+B+S*,1,"[50, 20, 49, 20, 49, 20, 49, 11, 49, 29]","[50, 20, 49, 20, 49, 20, 49, 11, 49, 29, 50]"
"r+S,s,s+s,S",1,"[19, 49, 29, 48, 20, 48, 20, 49, 20, 48]","[19, 49, 29, 48, 20, 48, 20, 49, 20, 48, 29]"
"s,s+s,S*s*s",1,"[20, 48, 20, 49, 20, 48, 29, 50, 20, 50]","[20, 48, 20, 49, 20, 48, 29, 50, 20, 50, 20]"
"*S,s+s+s*s+",1,"[50, 29, 48, 20, 49, 20, 49, 20, 50, 20]","[50, 29, 48, 20, 49, 20, 49, 20, 50, 20, 49]"
b+s+B+s+S*r,1,"[2, 49, 20, 49, 11, 49, 20, 49, 29, 50]","[2, 49, 20, 49, 11, 49, 20, 49, 29, 50, 19]"
y*Z+y+y*Y*Z,1,"[26, 50, 36, 49, 26, 49, 26, 50, 35, 50]","[26, 50, 36, 49, 26, 49, 26, 50, 35, 50, 36]"
"Y+Y.Y,H,H,Y",1,"[35, 49, 35, 47, 35, 48, 17, 48, 17, 48]","[35, 49, 35, 47, 35, 48, 17, 48, 17, 48, 35]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
"S+B+S*S,S*",1,"[29, 49, 11, 49, 29, 50, 29, 48, 29, 50]","[29, 49, 11, 49, 29, 50, 29, 48, 29, 50]"
B+S*S+S*,1,"[11, 49, 29, 50, 29, 49, 29, 50, 0, 0]","[11, 49, 29, 50, 29, 49, 29, 50]"
"+S*R+s,R*s*",1,"[49, 29, 50, 28, 49, 20, 48, 28, 50, 20]","[49, 29, 50, 28, 49, 20, 48, 28, 50, 20, 50]"
"z*Y,Z+z*y*",1,"[27, 50, 35, 48, 36, 49, 27, 50, 26, 50]","[27, 50, 35, 48, 36, 49, 27, 50, 26, 50]"
"x,Y.Z0z*",1,"[25, 48, 35, 47, 36, 37, 27, 50, 0, 0]","[25, 48, 35, 47, 36, 37, 27, 50]"
y*,1,"[26, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[26, 50]"
"Y,Y*Y+Z*",1,"[35, 48, 35, 50, 35, 49, 36, 50, 0, 0]","[35, 48, 35, 50, 35, 49, 36, 50]"
"Z,Z.Z,Z.Z*z",1,"[36, 48, 36, 47, 36, 48, 36, 47, 36, 50]","[36, 48, 36, 47, 36, 48, 36, 47, 36, 50, 27]"
"Z.Z,Z.Y0Y*",1,"[36, 47, 36, 48, 36, 47, 35, 37, 35, 50]","[36, 47, 36, 48, 36, 47, 35, 37, 35, 50]"
"X,Y*I*Y,Z*",1,"[34, 48, 35, 50, 18, 50, 35, 48, 36, 50]","[34, 48, 35, 50, 18, 50, 35, 48, 36, 50]"
y.y.x.Z*,1,"[26, 47, 26, 47, 25, 47, 36, 50, 0, 0]","[26, 47, 26, 47, 25, 47, 36, 50]"
"Y,",1,"[35, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 48]"
"Z.Z,Z.Z,Z.Z",1,"[36, 47, 36, 48, 36, 47, 36, 48, 36, 47]","[36, 47, 36, 48, 36, 47, 36, 48, 36, 47, 36]"
Y0Y*Z*,1,"[35, 37, 35, 50, 36, 50, 0, 0, 0, 0]","[35, 37, 35, 50, 36, 50]"
*z*Z*y*I*z*,1,"[50, 27, 50, 36, 50, 26, 50, 18, 50, 27]","[50, 27, 50, 36, 50, 26, 50, 18, 50, 27, 50]"
"Z+Y,Z*y*Z+z",1,"[36, 49, 35, 48, 36, 50, 26, 50, 36, 49]","[36, 49, 35, 48, 36, 50, 26, 50, 36, 49, 27]"
"Y,X*X,x.Y*Y",1,"[35, 48, 34, 50, 34, 48, 25, 47, 35, 50]","[35, 48, 34, 50, 34, 48, 25, 47, 35, 50, 35]"
"A,",1,"[10, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 48]"
"y,Y,Y,s,b,Y",1,"[26, 48, 35, 48, 35, 48, 20, 48, 2, 48]","[26, 48, 35, 48, 35, 48, 20, 48, 2, 48, 35]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
"y,z,",1,"[26, 48, 27, 48, 0, 0, 0, 0, 0, 0]","[26, 48, 27, 48]"
"Y,z+",1,"[35, 48, 27, 49, 0, 0, 0, 0, 0, 0]","[35, 48, 27, 49]"
"s,",1,"[20, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 48]"
"*A*R.R+r,r,",1,"[50, 10, 50, 28, 47, 28, 49, 19, 48, 19]","[50, 10, 50, 28, 47, 28, 49, 19, 48, 19, 48]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
S.s.B.S.B.s,1,"[29, 47, 20, 47, 11, 47, 29, 47, 11, 47]","[29, 47, 20, 47, 11, 47, 29, 47, 11, 47, 20]"
s.Y.Y.h.y.y,1,"[20, 47, 35, 47, 35, 47, 8, 47, 26, 47]","[20, 47, 35, 47, 35, 47, 8, 47, 26, 47, 26]"
"y.S,s.Y.y.y",1,"[26, 47, 29, 48, 20, 47, 35, 47, 26, 47]","[26, 47, 29, 48, 20, 47, 35, 47, 26, 47, 26]"
",i,Z*Z+H+z,",1,"[48, 9, 48, 36, 50, 36, 49, 17, 49, 27]","[48, 9, 48, 36, 50, 36, 49, 17, 49, 27, 48]"
s*s*B*B*s*S,1,"[20, 50, 20, 50, 11, 50, 11, 50, 20, 50]","[20, 50, 20, 50, 11, 50, 11, 50, 20, 50, 29]"
"*s*A*r*R,R+",1,"[50, 20, 50, 10, 50, 19, 50, 28, 48, 28]","[50, 20, 50, 10, 50, 19, 50, 28, 48, 28, 49]"
"Z,X+Z.X+Z.X",1,"[36, 48, 34, 49, 36, 47, 34, 49, 36, 47]","[36, 48, 34, 49, 36, 47, 34, 49, 36, 47, 34]"
*z*z+z*z+z*,1,"[50, 27, 50, 27, 49, 27, 50, 27, 49, 27]","[50, 27, 50, 27, 49, 27, 50, 27, 49, 27, 50]"
"*Y,h,Z+Y*X,",1,"[50, 35, 48, 8, 48, 36, 49, 35, 50, 34]","[50, 35, 48, 8, 48, 36, 49, 35, 50, 34, 48]"
x*,1,"[25, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[25, 50]"
Z.z.z.,1,"[36, 47, 27, 47, 27, 47, 0, 0, 0, 0]","[36, 47, 27, 47, 27, 47]"
R*r*r*,1,"[28, 50, 19, 50, 19, 50, 0, 0, 0, 0]","[28, 50, 19, 50, 19, 50]"
"r.s,R.r.A.s",1,"[19, 47, 20, 48, 28, 47, 19, 47, 10, 47]","[19, 47, 20, 48, 28, 47, 19, 47, 10, 47, 20]"
B*,1,"[11, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 50]"
"s+S*s*S,B,S",1,"[20, 49, 29, 50, 20, 50, 29, 48, 11, 48]","[20, 49, 29, 50, 20, 50, 29, 48, 11, 48, 29]"
",s,s+s+s,s+",1,"[48, 20, 48, 20, 49, 20, 49, 20, 48, 20]","[48, 20, 48, 20, 49, 20, 49, 20, 48, 20, 49]"
"r*R,",1,"[19, 50, 28, 48, 0, 0, 0, 0, 0, 0]","[19, 50, 28, 48]"
r*S*B*r*,1,"[19, 50, 29, 50, 11, 50, 19, 50, 0, 0]","[19, 50, 29, 50, 11, 50, 19, 50]"
"*b*S,B,S+B+",1,"[50, 2, 50, 29, 48, 11, 48, 29, 49, 11]","[50, 2, 50, 29, 48, 11, 48, 29, 49, 11, 49]"
",S+s+S*s*s*",1,"[48, 29, 49, 20, 49, 29, 50, 20, 50, 20]","[48, 29, 49, 20, 49, 29, 50, 20, 50, 20, 50]"
+B+s+B+B+B+,1,"[49, 11, 49, 20, 49, 11, 49, 11, 49, 11]","[49, 11, 49, 20, 49, 11, 49, 11, 49, 11, 49]"
S*s*,1,"[29, 50, 20, 50, 0, 0, 0, 0, 0, 0]","[29, 50, 20, 50]"
S*s*,1,"[29, 50, 20, 50, 0, 0, 0, 0, 0, 0]","[29, 50, 20, 50]"
"s*s+s,s+s+s",1,"[20, 50, 20, 49, 20, 48, 20, 49, 20, 49]","[20, 50, 20, 49, 20, 48, 20, 49, 20, 49, 20]"
*s+B+s*s+s+,1,"[50, 20, 49, 11, 49, 20, 50, 20, 49, 20]","[50, 20, 49, 11, 49, 20, 50, 20, 49, 20, 49]"
+s+s+s+s*S+,1,"[49, 20, 49, 20, 49, 20, 49, 20, 50, 29]","[49, 20, 49, 20, 49, 20, 49, 20, 50, 29, 49]"
s*s*,1,"[20, 50, 20, 50, 0, 0, 0, 0, 0, 0]","[20, 50, 20, 50]"
v*v*,1,"[23, 50, 23, 50, 0, 0, 0, 0, 0, 0]","[23, 50, 23, 50]"
"+Y,y+y+y,Y*",1,"[49, 35, 48, 26, 49, 26, 49, 26, 48, 35]","[49, 35, 48, 26, 49, 26, 49, 26, 48, 35, 50]"
H*,1,"[17, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[17, 50]"
s+r+s+s*R+B,1,"[20, 49, 19, 49, 20, 49, 20, 50, 28, 49]","[20, 49, 19, 49, 20, 49, 20, 50, 28, 49, 11]"
B*S+,1,"[11, 50, 29, 49, 0, 0, 0, 0, 0, 0]","[11, 50, 29, 49]"
*s+s*S+S*s+,1,"[50, 20, 49, 20, 50, 29, 49, 29, 50, 20]","[50, 20, 49, 20, 50, 29, 49, 29, 50, 20, 49]"
z.Z.,1,"[27, 47, 36, 47, 0, 0, 0, 0, 0, 0]","[27, 47, 36, 47]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
R+,1,"[28, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 49]"
S+,1,"[29, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 49]"
v*,1,"[23, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 50]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
"r,R*",1,"[19, 48, 28, 50, 0, 0, 0, 0, 0, 0]","[19, 48, 28, 50]"
S*S+,1,"[29, 50, 29, 49, 0, 0, 0, 0, 0, 0]","[29, 50, 29, 49]"
i0,1,"[9, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 37]"
R*s*,1,"[28, 50, 20, 50, 0, 0, 0, 0, 0, 0]","[28, 50, 20, 50]"
"R,",1,"[28, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 48]"
"r,R,",1,"[19, 48, 28, 48, 0, 0, 0, 0, 0, 0]","[19, 48, 28, 48]"
"R.S,R0R.R,",1,"[28, 47, 29, 48, 28, 37, 28, 47, 28, 48]","[28, 47, 29, 48, 28, 37, 28, 47, 28, 48]"
"A,",1,"[10, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 48]"
"R,r,A,",1,"[28, 48, 19, 48, 10, 48, 0, 0, 0, 0]","[28, 48, 19, 48, 10, 48]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
S+s*,1,"[29, 49, 20, 50, 0, 0, 0, 0, 0, 0]","[29, 49, 20, 50]"
S+,1,"[29, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 49]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
R0,1,"[28, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 37]"
S+,1,"[29, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 49]"
B*,1,"[11, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 50]"
"R,R0",1,"[28, 48, 28, 37, 0, 0, 0, 0, 0, 0]","[28, 48, 28, 37]"
"r,S0",1,"[19, 48, 29, 37, 0, 0, 0, 0, 0, 0]","[19, 48, 29, 37]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
V*,1,"[32, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
"y,Y.y.",1,"[26, 48, 35, 47, 26, 47, 0, 0, 0, 0]","[26, 48, 35, 47, 26, 47]"
.y.Y*Y.Y*Y*,1,"[47, 26, 47, 35, 50, 35, 47, 35, 50, 35]","[47, 26, 47, 35, 50, 35, 47, 35, 50, 35, 50]"
*y*Y*H+y*Y+,1,"[50, 26, 50, 35, 50, 17, 49, 26, 50, 35]","[50, 26, 50, 35, 50, 17, 49, 26, 50, 35, 49]"
v*,1,"[23, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 50]"
v*,1,"[23, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 50]"
B*,1,"[11, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
"r,A,r,",1,"[19, 48, 10, 48, 19, 48, 0, 0, 0, 0]","[19, 48, 10, 48, 19, 48]"
"E,E,E,e,e,h",1,"[14, 48, 14, 48, 14, 48, 5, 48, 5, 48]","[14, 48, 14, 48, 14, 48, 5, 48, 5, 48, 8]"
",e,e,h,E,B,",1,"[48, 5, 48, 5, 48, 8, 48, 14, 48, 11]","[48, 5, 48, 5, 48, 8, 48, 14, 48, 11, 48]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
B*,1,"[11, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 50]"
v+,1,"[23, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 49]"
s*s*s*,1,"[20, 50, 20, 50, 20, 50, 0, 0, 0, 0]","[20, 50, 20, 50, 20, 50]"
V+,1,"[32, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 49]"
v*s*,1,"[23, 50, 20, 50, 0, 0, 0, 0, 0, 0]","[23, 50, 20, 50]"
+b+b+b+B+b+,1,"[49, 2, 49, 2, 49, 2, 49, 11, 49, 2]","[49, 2, 49, 2, 49, 2, 49, 11, 49, 2, 49]"
Z*Z.Z*Z.Z*Z,1,"[36, 50, 36, 47, 36, 50, 36, 47, 36, 50]","[36, 50, 36, 47, 36, 50, 36, 47, 36, 50, 36]"
S0,1,"[29, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 37]"
*A*A*r*B*r*,1,"[50, 10, 50, 10, 50, 19, 50, 11, 50, 19]","[50, 10, 50, 10, 50, 19, 50, 11, 50, 19, 50]"
",Y+Y,y,h,Y*",1,"[48, 35, 49, 35, 48, 26, 48, 8, 48, 35]","[48, 35, 49, 35, 48, 26, 48, 8, 48, 35, 50]"
r*S0,1,"[19, 50, 29, 37, 0, 0, 0, 0, 0, 0]","[19, 50, 29, 37]"
"y,Y.Y,y,Y.Y",1,"[26, 48, 35, 47, 35, 48, 26, 48, 35, 47]","[26, 48, 35, 47, 35, 48, 26, 48, 35, 47, 35]"
r*,1,"[19, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 50]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
B*S+,1,"[11, 50, 29, 49, 0, 0, 0, 0, 0, 0]","[11, 50, 29, 49]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
*z*z*i*z*z*,1,"[50, 27, 50, 27, 50, 9, 50, 27, 50, 27]","[50, 27, 50, 27, 50, 9, 50, 27, 50, 27, 50]"
*r*r+B+A+S*,1,"[50, 19, 50, 19, 49, 11, 49, 10, 49, 29]","[50, 19, 50, 19, 49, 11, 49, 10, 49, 29, 50]"
"R*r*S,S0",1,"[28, 50, 19, 50, 29, 48, 29, 37, 0, 0]","[28, 50, 19, 50, 29, 48, 29, 37]"
y*y+y*y*y*,1,"[26, 50, 26, 49, 26, 50, 26, 50, 26, 50]","[26, 50, 26, 49, 26, 50, 26, 50, 26, 50]"
*s*B*s+s*s+,1,"[50, 20, 50, 11, 50, 20, 49, 20, 50, 20]","[50, 20, 50, 11, 50, 20, 49, 20, 50, 20, 49]"
"s*s+s*s+s,S",1,"[20, 50, 20, 49, 20, 50, 20, 49, 20, 48]","[20, 50, 20, 49, 20, 50, 20, 49, 20, 48, 29]"
Y+Y*y*,1,"[35, 49, 35, 50, 26, 50, 0, 0, 0, 0]","[35, 49, 35, 50, 26, 50]"
s*s+S*s*s+s,1,"[20, 50, 20, 49, 29, 50, 20, 50, 20, 49]","[20, 50, 20, 49, 29, 50, 20, 50, 20, 49, 20]"
"+s*S,s+s+s+",1,"[49, 20, 50, 29, 48, 20, 49, 20, 49, 20]","[49, 20, 50, 29, 48, 20, 49, 20, 49, 20, 49]"
y+y*y*y*,1,"[26, 49, 26, 50, 26, 50, 26, 50, 0, 0]","[26, 49, 26, 50, 26, 50, 26, 50]"
"s+S,B,S.S+s",1,"[20, 49, 29, 48, 11, 48, 29, 47, 29, 49]","[20, 49, 29, 48, 11, 48, 29, 47, 29, 49, 20]"
s+,1,"[20, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 49]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
s0,1,"[20, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 37]"
"Z.Z,",1,"[36, 47, 36, 48, 0, 0, 0, 0, 0, 0]","[36, 47, 36, 48]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
"r,R.r,R,",1,"[19, 48, 28, 47, 19, 48, 28, 48, 0, 0]","[19, 48, 28, 47, 19, 48, 28, 48]"
V*,1,"[32, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
V0,1,"[32, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[32, 37]"
A*B*B*B*,1,"[10, 50, 11, 50, 11, 50, 11, 50, 0, 0]","[10, 50, 11, 50, 11, 50, 11, 50]"
a.,1,"[1, 47, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 47]"
R+S*,1,"[28, 49, 29, 50, 0, 0, 0, 0, 0, 0]","[28, 49, 29, 50]"
R+,1,"[28, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 49]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
".W,e,U.W,S.",1,"[47, 33, 48, 5, 48, 31, 47, 33, 48, 29]","[47, 33, 48, 5, 48, 31, 47, 33, 48, 29, 47]"
"W.u.U,U.R.W",1,"[33, 47, 22, 47, 31, 48, 31, 47, 28, 47]","[33, 47, 22, 47, 31, 48, 31, 47, 28, 47, 33]"
"R,",1,"[28, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 48]"
"R.r,A.A.A.r",1,"[28, 47, 19, 48, 10, 47, 10, 47, 10, 47]","[28, 47, 19, 48, 10, 47, 10, 47, 10, 47, 19]"
R*,1,"[28, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 50]"
"Y,",1,"[35, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[35, 48]"
A*,1,"[10, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[10, 50]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
R0r*,1,"[28, 37, 19, 50, 0, 0, 0, 0, 0, 0]","[28, 37, 19, 50]"
s*s*s*,1,"[20, 50, 20, 50, 20, 50, 0, 0, 0, 0]","[20, 50, 20, 50, 20, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
R.,1,"[28, 47, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 47]"
"R+r,",1,"[28, 49, 19, 48, 0, 0, 0, 0, 0, 0]","[28, 49, 19, 48]"
S+,1,"[29, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 49]"
"+w,F,w+y,z+",1,"[49, 24, 48, 15, 48, 24, 49, 26, 48, 27]","[49, 24, 48, 15, 48, 24, 49, 26, 48, 27, 49]"
"y+z,w,F,w+z",1,"[26, 49, 27, 48, 24, 48, 15, 48, 24, 49]","[26, 49, 27, 48, 24, 48, 15, 48, 24, 49, 27]"
"X,",1,"[34, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[34, 48]"
R*,1,"[28, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 50]"
"Y+Y.Y,Y.h.y",1,"[35, 49, 35, 47, 35, 48, 35, 47, 8, 47]","[35, 49, 35, 47, 35, 48, 35, 47, 8, 47, 26]"
v0,1,"[23, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[23, 37]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
"B,S.S,s.B.R",1,"[11, 48, 29, 47, 29, 48, 20, 47, 11, 47]","[11, 48, 29, 47, 29, 48, 20, 47, 11, 47, 28]"
S*,1,"[29, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 50]"
",R+R,r,r,S*",1,"[48, 28, 49, 28, 48, 19, 48, 19, 48, 29]","[48, 28, 49, 28, 48, 19, 48, 19, 48, 29, 50]"
R0,1,"[28, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 37]"
"A,r,R0",1,"[10, 48, 19, 48, 28, 37, 0, 0, 0, 0]","[10, 48, 19, 48, 28, 37]"
s*s*,1,"[20, 50, 20, 50, 0, 0, 0, 0, 0, 0]","[20, 50, 20, 50]"
i0,1,"[9, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 37]"
i0,1,"[9, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[9, 37]"
"A,s,",1,"[10, 48, 20, 48, 0, 0, 0, 0, 0, 0]","[10, 48, 20, 48]"
s0,1,"[20, 37, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 37]"
r.,1,"[19, 47, 0, 0, 0, 0, 0, 0, 0, 0]","[19, 47]"
"R,R*R,A,",1,"[28, 48, 28, 50, 28, 48, 10, 48, 0, 0]","[28, 48, 28, 50, 28, 48, 10, 48]"
S+,1,"[29, 49, 0, 0, 0, 0, 0, 0, 0, 0]","[29, 49]"
s*,1,"[20, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 50]"
"R,",1,"[28, 48, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 48]"
s.,1,"[20, 47, 0, 0, 0, 0, 0, 0, 0, 0]","[20, 47]"
B*,1,"[11, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[11, 50]"
S+S*r*,1,"[29, 49, 29, 50, 19, 50, 0, 0, 0, 0]","[29, 49, 29, 50, 19, 50]"
"s,s,r,r,S*s",1,"[20, 48, 20, 48, 19, 48, 19, 48, 29, 50]","[20, 48, 20, 48, 19, 48, 19, 48, 29, 50, 20]"
R*,1,"[28, 50, 0, 0, 0, 0, 0, 0, 0, 0]","[28, 50]"
"Z.X,Z+",1,"[36, 47, 34, 48, 36, 49, 0, 0, 0, 0]","[36, 47, 34, 48, 36, 49]"
*I*z+z+z+I+,1,"[50, 18, 50, 27, 49, 27, 49, 27, 49, 18]","[50, 18, 50, 27, 49, 27, 49, 27, 49, 18, 49]"
"A*Z.Y.Z,",1,"[10, 50, 36, 47, 35, 47, 36, 48, 0, 0]","[10, 50, 36, 47, 35, 47, 36, 48]"
.Z*Z.Z+Z.Z*,1,"[47, 36, 50, 36, 47, 36, 49, 36, 47, 36]","[47, 36, 50, 36, 47, 36, 49, 36, 47, 36, 50]"
Z+z+y+z+x+Z,1,"[36, 49, 27, 49, 26, 49, 27, 49, 25, 49]","[36, 49, 27, 49, 26, 49, 27, 49, 25, 49, 36]"
Z+Z*i*z*z*z,1,"[36, 49, 36, 50, 9, 50, 27, 50, 27, 50]","[36, 49, 36, 50, 9, 50, 27, 50, 27, 50, 27]"
+z*z+z*z+z+,1,"[49, 27, 50, 27, 49, 27, 50, 27, 49, 27]","[49, 27, 50, 27, 49, 27, 50, 27, 49, 27, 49]"
".Z.z.Z.Z.Z,",1,"[47, 36, 47, 27, 47, 36, 47, 36, 47, 36]","[47, 36, 47, 27, 47, 36, 47, 36, 47, 36, 48]"
*z+z+z+z+y*,1,"[50, 27, 49, 27, 49, 27, 49, 27, 49, 26]","[50, 27, 49, 27, 49, 27, 49, 27, 49, 26, 50]"
R.Z.R+Y.z.Z,1,"[28, 47, 36, 47, 28, 49, 35, 47, 27, 47]","[28, 47, 36, 47, 28, 49, 35, 47, 27, 47, 36]"
